rest,scr,id,scramble_length
11.41,B' R2 B' D2 F2 D2 R2 F' D' F R' D2 F L2 U2 F2 L2 R' ,2354,52
11.42,R' B' R2 B2 D2 L2 U' R' F' D' B2 R D2 R' B2 L D2 R2 ,2355,52
11.42,R2 U' F2 L2 U L2 U' L2 U F L2 D F' R' B R2 D L2 B D2 ,2356,53
11.42,B' R' B' D B U' R' F' L' F2 U2 L2 D2 R2 F2 L2 D R2 D2 F2 ,2357,57
11.42,U' R L U' F' R' F2 R' U B2 L2 U2 R U2 B2 L2 B2 L' ,2358,50
11.42,F2 L2 F2 D2 R2 D2 U B2 U B' D L2 B U2 B U2 L B R D ,2359,51
11.42,D' L' F2 D2 B L2 U D' F R2 U' F2 U' R2 L2 U2 R2 F2 U ,2361,53
11.42,L2 B2 D2 B F2 R2 U2 B' R2 D R B2 F2 R' U' L F2 L' U2 ,2362,53
11.42,U2 L2 D' L2 U' B2 U L2 U' F2 L' F2 L' B' R' D U2 F' R B' L' ,2363,60
11.42,D2 R2 F' R2 D2 L2 B U2 F' L2 B2 D' L' D U' F' R B' R ,2364,53
11.42,F L2 U2 R2 B2 R2 F U2 B' L2 F' U' B' R F' U' L' D F ,2365,52
11.42,U R' U' R2 U2 F2 L F' D' R' F2 D' L2 U B2 U B2 L2 ,2366,50
11.42,L D2 F' L U' F R B2 R2 D' R2 B2 L2 B D2 B' U2 D2 ,2367,49
11.42,F L2 D2 L2 U2 B' U2 L2 U2 R' B D' R U' R' U' R F L ,2368,51
11.42,D' B2 L2 D' R2 B2 R2 U L2 F2 D L F' L2 U' L R D U L ,2369,52
11.42,D B L' D B2 U F' D2 R2 L' F R2 F2 U2 L2 F R2 D2 B R2 ,2370,53
11.42,L2 U2 F' D2 B' F2 D2 B2 D2 R U' B' U' F D2 L' D' B2 D2 R' ,2371,58
11.42,F2 U F2 D2 L2 U B2 U F2 L2 D B F' R' F U' L' F' D B2 D2 ,2372,56
11.42,R2 U2 F2 D' R2 F2 D F2 L2 B2 L2 R' F R' D2 L F L' R' F R' ,2373,58
11.42,B' F2 R2 B L2 U2 L2 B L' B2 L R2 D R B' L B2 D2 B ,2374,50
11.42,D2 B D2 F2 R2 F L2 F L2 D' R2 B' D2 B' R' D R2 D2 U' F ,2375,55
11.42,B' U' R B' R' L B r b' u' ,2376,26
11.42,B' D R L' B D R' B2 U R U2 D' L2 F2 D' F2 U2 B2 L2 B2 D2 ,2377,57
11.42,R2 U F2 U L2 D U' R2 D2 R' B2 U' R2 B R F' U2 B2 F' U' ,2378,55
11.42,U2 R2 B2 R D2 L U2 L' F2 R2 B D' B2 R' B' R' B U F2 D' ,2379,55
11.43,R' F' D F' B' U D' R' L2 U R' B2 U2 R F2 L' F2 U2 R' U2 F2 ,2380,59
11.43,F B L F2 B2 D2 F L U' D2 F2 D2 L2 B' R2 U2 L2 B2 D2 ,2381,52
11.43,L F2 L' B2 U2 L' U2 B2 D2 U' B2 D B' L2 B' L F' R' B2 R2 ,2382,57
11.43,L2 U L2 D' L2 U' L2 F2 L2 D' L F' U' R B D' U B' U ,2383,51
11.43,U2 L' F D B2 R' U2 R D2 F B2 L2 B2 U' B2 L2 U L2 B2 ,2384,52
11.43,B2 D B R2 L' B' D F2 B2 D' R2 F U2 F B L2 F' R2 L2 B2 ,2385,54
11.43,R2 F' D' B R U L2 B' U2 R' L2 F U2 F U2 R2 F2 D2 F2 L2 ,2386,55
11.43,D2 L U2 L2 U2 F2 D2 R' D' F U2 F L' U L' F2 D2 R F' ,2387,52
11.43,L F2 R B2 D2 R B2 L' D2 B R' D' R2 F R B L2 U' L' ,2388,50
11.43,D F2 D R2 D U2 F2 D2 B2 L D F' R D' B L' F U2 R' U' ,2389,52
11.43,B' L2 F B2 L' B U' F2 D' R' F B D2 R2 U2 L2 F L2 ,2390,49
11.43,B D' L D R' D2 B R2 L F L B2 R2 L B2 U2 B2 D2 L ,2391,48
11.43,B U' L B' R2 U' R' D F L' U D F2 R2 U2 R2 U' L2 U2 ,2392,51
11.43,F2 U R' F' D F U R' U2 F R' U2 B2 L2 U2 L' D2 L' F2 B2 ,2393,55
11.43,U B2 F2 L2 B2 F2 D L2 B2 U R D' F' D B D2 R2 B L' D' ,2394,53
11.43,R2 B R2 F L2 B2 L2 F' U2 B' D' F D L D U' L' B2 L2 F ,2395,53
11.43,R' U2 R2 U2 R D2 F2 R' D2 F' L' U2 R2 D' L2 F' L' D' F R ,2397,57
11.43,R' B2 F2 U2 R D2 U2 R' U2 F' R D' R' U L2 B2 D2 B' D' R' ,2398,57
11.43,R2 U2 F2 L2 D2 L' B2 L2 D2 R B2 D L B2 D' L2 R2 F D' U' F' ,2399,59
11.43,U' B' D' B' L' B D R B' D2 F D2 B' U2 F L2 B2 R2 L2 ,2400,52
11.43,F2 D L2 F2 U' B2 L2 U B2 U F' U2 F' U' L U' L R2 ,2401,49
11.43,B2 F2 D B2 D2 L2 D B2 U F' D R2 F2 R B D L2 D' F L' ,2402,52
11.43,L' B2 D2 R U R' L2 D2 F2 D F2 R2 B' L2 F' R2 U2 D2 ,2403,51
11.43,D B2 F2 D2 R2 F2 D' F2 D' R U' B2 R D2 B' D' L F L' R ,2404,54
11.43,L2 U2 F D2 F R2 B L2 U2 F L' D' F L2 B R F' U' F2 U' ,2405,53
11.43,D' B' R' U' B D2 L2 F' R B' U' L2 D F2 B2 D2 F2 U' R2 ,2406,54
11.44,U L B U' F2 U' R' B L' D2 R2 F' L2 F R2 F D2 B L2 B ,2407,52
11.44,L' B R' L U F2 B2 L' F2 D' R2 D2 R2 F2 U2 D2 R' B2 U2 ,2408,54
11.44,B' L2 D2 F' U2 F L F2 D2 F' L2 U F2 U' R2 F2 U R2 U' ,2409,53
11.44,D' R U R' F R2 F2 U B' U F2 U2 F2 U F2 D2 L2 B2 L2 ,2410,51
11.44,B' U2 L2 F U2 F2 R2 D2 B2 R2 F' U' R' D' F' D L R' U2 F' L ,2411,59
11.44,D2 R2 B F' R2 U2 B' U2 L2 U R F R2 B2 D2 U2 R' B L B2 ,2412,54
11.44,D' B2 L2 D F2 L2 F2 D' F2 D2 L2 F D' L' D' B L2 F U2 F' R ,2413,58
11.44,U2 R2 F L2 F2 D2 B' R2 B' L2 F D B L R' D2 B' L2 D' L U ,2414,56
11.44,R D2 L D2 R2 F2 L' F2 R B R D B L' B' L R D2 B' U ,2415,50
11.44,F2 R2 F D2 B' U2 B D2 F' U R' F' D' L D2 L2 D' B F' ,2416,52
11.44,U B2 D U' R2 U' B2 D2 F2 R' B2 F' U L F2 D' F2 R2 F2 ,2417,53
11.44,R2 U L' F D F L2 F2 B' D B2 D F2 L2 F2 R2 D F2 ,2418,47
11.44,F D2 B' U2 R2 F' D2 L2 F L2 U B L' D R D2 L2 R2 U' B2 ,2419,54
11.44,B' U2 L2 B D2 B' D2 R' D' B2 U B' L' R2 D2 B F L2 ,2420,50
11.45,L2 F2 D2 L2 B2 D F2 D U2 R2 U L R2 U2 B' U R' B' L2 F ,2421,54
11.45,U B2 R2 D F L' B R' L' U' F' B2 U L2 U F2 R2 U2 D' R2 F2 ,2422,57
11.45,B' L' F2 B2 U' L F' B' R2 F' R2 U B2 D' L2 U' L2 F2 B2 ,2423,55
11.45,U2 L2 D2 R2 B2 F L2 D2 F' R D U B D' R' D' F' L B' L2 ,2424,54
11.45,B2 R U2 F2 L F2 R B2 U2 F2 U B' F2 D L' R' D' U' L' F' ,2425,55
11.45,U2 F' R2 F' R2 F U2 F' U2 F' R2 U' L' B L' R F U B' D ,2426,54
11.45,L2 D U2 B2 U' R2 D2 R2 F2 L' R U B2 L2 F2 R' B' L' R F ,2427,55
11.45,R2 F2 R2 F R2 U2 F U2 L2 D' F' U2 R U F2 R B' R2 F2 ,2428,52
11.45,D R U D' R F D2 F2 L' D' F U2 F B' U2 F R2 F2 L2 F ,2429,51
11.45,D' R' B L' F D' F2 U' B L' U2 R2 L' F2 B2 R F2 L2 F2 ,2430,53
11.45,U2 F2 L' B2 L2 F2 L D2 U2 R' D L2 B L2 F' L2 D F' L2 U ,2431,55
11.45,R2 D2 L' U2 B2 F2 L' F2 L2 R' F' L2 D B R B U L2 B2 L' B ,2432,57
11.45,D2 B2 D' U2 R2 B2 D' B D' U2 F' U R2 D2 B R D F ,2433,48
11.45,U2 L2 B2 U' F2 D U2 B2 F' L R2 U' L2 B R' D' R U' L' ,2434,53
11.45,L2 R2 D2 B' F' U2 B R B2 U' L2 F2 L' D' F2 R2 D2 R' ,2435,52
11.45,B2 R D R F' U2 B L B2 L' F2 U' F2 L2 U2 L2 B2 U' R2 ,2436,52
11.45,F2 U2 D2 F' U' D2 L2 D R D B2 U2 B D2 L2 B' R2 U2 L2 ,2437,53
11.45,L2 U' L2 D' F2 D' L2 D U F2 U2 L' F D2 L U B' L U B2 L ,2438,55
11.45,R L' F' R' F D' F U2 F' L F2 B2 L2 B2 D' R2 L2 U' R2 U ,2439,55
11.45,R2 B D2 U2 F' R2 B' R2 B R F' L U B' L D' B F2 L ,2440,49
11.45,R2 D2 B2 U B2 U' L2 B2 D F2 U2 F' L' U' F R' B' D2 R' U F2 ,2441,59
11.45,R2 B2 R2 B2 U2 R2 F2 U2 R D2 B' U B' D' R B L' D' F L ,2442,54
11.45,R2 B2 L U' F' D2 R' D B L D F2 U D2 L2 F2 L2 B2 D' B2 D' ,2443,57
11.45,U' F2 R2 F2 D2 F2 U' B2 R2 B2 L2 F D' R' U2 F2 U' B' L' R' U' ,2444,62
11.45,F R2 D2 B2 F' U2 B' L2 F R U' R' D B' L D' B2 L' U R2 ,2445,54
11.45,L D2 B2 R2 D2 B2 L R2 U' R2 B2 U' B R' D' U B R' U ,2446,51
11.45,R2 B2 U2 L2 U' F2 U2 L2 U' B2 U' L D' U2 R' D U' R2 B' ,2447,55
11.45,U2 R F2 R B2 L' U2 R' D U2 F U L' U' L' R U B D2 ,2448,49
11.45,F2 L R' U2 L2 D2 F2 R' D2 U R' F' D L' B' L2 F2 D R' ,2449,53
11.45,R2 B2 R' D2 R' D2 L D2 R2 B' D U' L' F' U B' F' D2 U F ,2450,55
11.46,B' D' B2 R U L' F B2 D' L' D' F2 R2 F2 B2 R2 U' R2 D F2 R2 ,2451,59
11.46,L F L2 F' U L D' F L' U2 R' L2 U2 F2 R U2 B2 L2 B2 ,2452,51
11.46,L2 D L2 U' F2 U B2 U B2 D' B' R2 B' D' B' L' D2 U B R ,2453,54
11.46,F U2 F2 L2 B' D2 B' L2 D2 B L' U2 B U' R U' F2 R D2 B' ,2454,55
11.46,R D F' U' D2 B R' D2 F' R U2 B D2 F B D2 L2 B D2 R2 ,2455,52
11.46,D2 R' B2 L' B' R' D B L B U2 R2 L2 F' D2 R2 B U2 L2 ,2456,52
11.46,U F2 R2 D2 U' L2 B2 U B' R2 U' L' B2 F' U2 L' D L' U2 ,2457,54
11.46,R2 U2 F2 U2 F D2 R2 B' F2 D2 L' B' R' D' R' B' L2 U' L B ,2458,57
11.46,D B2 U' F2 D' R2 F2 U R2 B' U B2 U B' F R D' L2 R2 ,2459,51
11.46,F' U2 B R2 F U2 F' R' B2 R' D F' D' L F2 R2 B2 D' ,2460,50
11.46,F2 U2 L F' B2 D2 L2 D R D' B R2 F R2 F' U2 F' R2 U2 ,2461,52
11.46,B2 R F2 R' D2 U2 R D2 R2 B2 D2 U R D2 F D F2 U2 B' F' R ,2462,56
11.46,R2 D' B2 R2 U' L2 D B2 D' F2 R' U' R' F' L' F U' R2 B' U' L' ,2463,61
11.46,L' R2 U2 F2 R2 B2 F2 R F2 D' B2 D' L' B F R2 U' R2 D ,2464,53
11.46,D B' R2 D R L' U' F' R D2 B U2 R2 B2 R2 B2 D L2 U2 R2 ,2465,54
11.46,F2 B D R2 F2 L' B L U2 L' D2 F D2 F R2 B U2 B' D2 B ,2466,52
11.46,D2 B R2 B2 D R' U' D' B2 R' D2 F L2 F D2 F' B U2 D2 F ,2467,54
11.46,F2 D2 R F2 R' U2 R U2 R' U B' F' L' D L2 R' B F U' ,2468,51
11.46,U2 L2 F2 D B2 D' U' R2 F' D2 B F2 D' L' B D U' L' D2 ,2469,53
11.46,R2 F D2 L2 B F R2 B' R2 U2 L' U2 F' U R2 F U' F2 U' R ,2470,54
11.46,D2 F2 R2 B' R2 F R2 B' D2 B' R' U' F' R' B2 U' R U2 R' U' ,2471,58
11.46,F2 D F2 L2 D L2 U2 L2 B' D F' D2 R2 U' F U2 R F2 L' ,2472,52
11.46,D F2 B' L B2 U2 F R D' L' B' U2 F2 R2 B2 D2 B2 D2 R2 U' ,2473,56
11.46,D2 B2 L2 D R2 D2 B U B2 D F2 L2 U2 L' D' F2 L ,2474,46
11.46,D L D R B' D2 R F2 U F R2 F2 U' D2 R2 F2 U F2 ,2475,46
11.46,B R D R U2 B L' D' B' U D' R2 B R2 B D2 ,2476,40
11.46,D B2 D F2 R2 D' B2 U L2 R D U2 R' D' F' U B' R' D2 U ,2477,53
11.46,R U' F' D' L2 U' D2 R' B' D2 R2 U R2 L2 F2 U' F2 B2 R2 U' ,2478,58
11.46,L2 D' B2 D L2 B2 D' B' L B' R' F L D B D' L2 F2 U' ,2479,51
11.47,R2 B2 D2 R2 D' L2 U' F2 U' F2 L2 B' F2 R' D B F' D2 B L' ,2480,57
11.47,F B U' R2 D' R' L U' R' F2 U2 B2 U2 B U2 B' U2 D2 B' ,2481,53
11.47,B L F2 U R' F2 B2 D' L U F2 L2 B2 L2 B' R2 F' L2 B L2 ,2482,54
11.47,D2 B U2 R2 B R2 D2 B2 F' L' B2 D2 L' U' B' R U2 F L' U2 ,2483,56
11.47,F' D2 B2 D B U F R' D' B L F2 R2 U2 R D2 L2 U2 B2 R' ,2484,53
11.47,F U L2 F R' D' F' B' U' F2 U' F2 L' D2 B2 U2 R2 D2 R' ,2485,54
11.47,F' R2 D2 B R2 D2 R2 F' L2 B' D R U L' F' R2 U2 F' L' U2 ,2486,56
11.47,L D2 L2 F2 D2 B2 U2 L B2 F D U' B R U B' F' D2 U' R ,2487,52
11.47,U2 L2 F2 L2 F2 R2 U2 R2 U' L2 U L R2 D' B L2 B' R2 U2 R' F ,2488,59
11.47,D' U B2 L2 U' B2 L2 B2 R D2 F D2 B D2 R D' L D B ,2489,49
11.47,U2 R2 B2 L2 F2 D F2 D F2 R2 F2 R U L2 B L U2 B' L2 F D2 ,2490,56
11.47,D B2 U' B2 L2 D L2 U2 R2 D' R D' F' R' U' B L B U R ,2491,52
11.47,R' D2 U2 R2 U2 L U2 F2 R' F' L F2 R2 B U L' D' U2 B2 U' ,2492,56
11.47,U2 L' B2 U2 B2 R' F2 R' F2 L F L' R2 F L' R' B2 R' U' R ,2493,56
11.47,U2 B U2 R' F D L' B' R F R B2 L' U2 B2 R' D2 R2 F2 L2 ,2494,54
11.47,R2 U F2 D R2 B2 L2 D R2 D L B' R B2 F2 L2 B U' B' L' ,2495,53
11.47,D2 L2 U' F2 D L2 D' B2 F2 D' L' F' R' D2 R2 D2 L2 U' B2 F' ,2496,59
11.47,B2 F2 D' R2 U R2 U L2 D2 R' U F R2 B R' D L R2 B2 F' ,2497,53
11.48,L2 U L2 D B2 D2 R2 U' R F2 L U F2 L' B' D' R D' R ,2498,50
11.48,U2 R D2 U2 R B2 F2 U B2 F' U' R2 B' U R2 F2 L R ,2499,48
11.48,U2 L2 B' D2 F U2 L2 B2 R2 D B' L' U' R F' R2 B2 F' U' B ,2500,56
11.48,F2 L B2 U' D2 R' B L' F R' F2 U B2 U F2 D R2 U L2 F2 ,2501,53
11.48,D' B2 F2 D L2 D' F2 L2 U' L U' R B' L2 F U B' R ,2502,48
11.48,F' D2 U2 F L2 R2 D2 B2 F U2 L D' L' F2 D2 U' F' D2 U' B2 ,2503,57
11.48,D2 B2 D2 F' D2 F L2 F D2 F2 L2 R' D L2 B U' F R2 B U L ,2504,55
11.48,U' L' B2 D' R B' R B L2 B2 U' B2 D B2 D F2 D' B2 D' ,2505,52
11.48,U' F D L2 D R U' L D2 B' R2 L2 F2 D R2 U F2 B2 R2 D2 R2 ,2506,56
11.48,U' L2 F2 R2 U' L2 D2 U' B L2 R' B2 R2 D' R' B R' U' L' ,2507,55
11.48,U2 R' U' B U2 B R B2 D' B U B2 D' F2 U2 R2 L2 F2 U2 ,2508,52
11.48,U2 R2 F2 R' B2 L B2 L U2 R2 F2 D' B L B R D2 B2 U2 B' U ,2509,56
11.48,R2 B' D' B' R2 B' R' L B' D R2 U2 R' U2 L' F2 R D2 F2 D2 F2 ,2510,60
11.48,U' D' R' F2 B2 D' F2 U2 F U L2 F2 D2 F2 U2 R' L2 U2 B2 R' ,2511,58
11.48,U2 L2 R2 F U2 F' L2 B D2 L2 B' R F D2 F' R' D' L' D2 U ,2512,55
11.48,L2 B2 U2 R F2 R' D2 R F' R2 D U2 L2 R' F2 L' R U' ,2513,50
11.48,B U2 R' F U L' F2 R' B U D2 B D2 R2 B2 R2 F R2 D2 F' U2 ,2514,56
11.48,U2 B2 D2 F D2 L2 B L2 F R' U L D B R2 D L2 D B L ,2515,49
11.48,F' D2 B F L2 F L2 D2 L D' B L R U' L B' D B F ,2516,46
11.48,B2 U L' B D' R' U D B' U2 R' B2 U2 D2 L D2 F2 L2 B2 L2 ,2517,55
11.48,B2 U' F' D L B' U F' R' D R2 D2 B2 L' U2 F2 L U2 R' L' ,2518,55
11.48,D' F2 L D B2 U F R2 B' R L F2 L2 F2 U' F2 B2 L2 D' ,2519,51
11.48,D' R2 U' B2 D B2 L2 B2 L' D2 B' L B2 L2 U F U2 B' ,2520,50
11.48,L' D2 U2 L' U2 L2 B2 R2 B2 R B2 U B R' B2 F D B L2 F' ,2521,54
11.48,L2 B2 R2 F2 R2 D2 B2 D2 U' F' R2 B L F' D' U L' F L' ,2522,53
11.48,L2 R2 D' F2 U2 R2 B2 D2 L' B' U R2 B R2 F' U' R2 D' ,2523,52
11.48,R2 U F2 L2 D2 R2 D' U B2 L2 R' D' B' R U' L' D2 L' F2 U' ,2524,57
11.48,R' F2 R B2 L2 D2 B2 L' B L2 D' L' U' F' U F' D2 U2 ,2525,51
11.48,F2 R2 D2 L2 D' R2 F2 R' D' F' U2 B2 D2 F2 L B2 L B2 L2 ,2526,55
11.48,L U2 L2 U2 R' U2 B2 D2 R' U' L' U2 L D2 B' R U2 R U F' ,2527,55
11.48,F2 D' B2 D2 F2 L2 F2 D B2 U L' R' B R B2 F2 R' U' F2 U ,2528,55
11.48,F2 D B2 L' D' B L' F L' B2 U B2 U2 F2 U2 R2 L B2 D2 ,2529,52
11.48,U2 R2 F2 D2 F L2 D2 F' D2 R' U B' L2 B' D' R F R2 U2 B ,2530,55
11.48,L D2 R2 B2 L' D2 B2 R D2 R2 F2 D R2 U B D F' D L2 F2 ,2531,53
11.48,U' F D' B2 L' B U' L D2 F' D2 B2 U2 D2 L' D2 F2 R' F2 ,2532,54
11.48,R2 D2 B2 R2 F2 L F2 R B' D' B2 L' U R' B2 U B2 U ,2533,49
11.48,U2 B2 R2 U2 F2 L' B2 R' D2 F2 R F' D U2 L U' R2 D' R' F' ,2534,57
11.49,B D F' R' D2 F' U F2 L2 B R' B2 R' L2 F2 B2 D2 F2 ,2535,50
11.49,D' R' B' D2 B' U L B R' L U' R2 D2 B2 D' F2 D R2 U2 B2 ,2536,55
11.49,D' L2 F2 D' R2 U2 L2 U2 L' F' U L' D2 F L2 D U2 F R' ,2537,53
11.49,U' F' L B' L' U F' B2 R' D' L' U' R2 D' R2 U2 F2 B2 L2 ,2538,55
11.49,L2 F R2 D2 U2 R2 F L2 B F L2 U' R' B' L2 D R' U' R U' R ,2539,56
11.49,L2 F2 U2 L2 U' B2 F2 L2 U F D' L U2 F2 U' F D2 B' R2 B' ,2540,56
11.49,B2 D L2 B2 U' B2 D B2 F2 U2 B' D2 R' D' L F' D' L2 D2 B' F' ,2541,60
11.49,F2 U2 L' D2 R2 D2 B2 R' U2 R D2 U' L' B2 L U2 L B U2 F D' ,2542,58
11.49,D2 B L2 D2 F2 D2 B D2 F R' U2 R' F' L R' D L' U2 B ,2543,51
11.49,F2 U2 L B2 R2 D2 L2 D2 U L' F' L2 U2 F' D L2 U2 L F2 ,2544,53
11.49,F L2 F2 L2 D2 U2 B F U2 R2 F' U' R U F L' D2 R F R2 D ,2545,54
11.49,R2 B R2 D2 L2 D2 B' F' D2 F U L2 U F L B2 D L R' ,2546,49
11.49,F B' R2 F U D L F' U' D' B2 R D2 R' L2 F2 R U2 D2 R ,2547,52
11.49,L2 U R2 D' L2 D2 B2 F' L D B' F' D F2 D B2 R2 D ,2548,48
11.49,R2 F D2 R2 B' L2 U2 B D' R B' U' B2 F D2 B2 F L' R' ,2549,52
11.49,L2 R2 B2 D' L2 R2 B2 L2 B' L' D' R2 D F R' F' L2 B2 U ,2550,54
11.49,L D2 F2 L' R B2 F2 R2 B' U' R' U' L2 U' F L2 D B' ,2551,50
11.5,L2 B U2 F' D2 F R2 B' F' R B2 U B2 F' D2 U F2 D2 U2 ,2552,52
11.5,U2 B' D' R F2 U L B2 U F R' L B2 U2 L' B2 U2 R L2 F2 ,2553,53
11.5,L' B2 R2 B U2 L F2 D2 F U' B2 L D2 B2 D2 R' U2 R F2 R ,2554,54
11.5,F2 L U2 R2 B2 L F2 D2 F2 L2 D U2 L' F' U' F ,2555,44
11.5,U' D' L D L2 U2 F D R2 B U2 R2 D2 R' B2 R2 L2 U2 F2 B2 ,2556,55
11.5,D2 R B2 D2 L U2 R2 B2 D2 B2 F' L F2 D' B' D' L R2 B2 D2 ,2557,56
11.5,D' L2 F2 U' L2 U' B2 R2 D L F2 U' R' U2 F' U F' L ,2558,50
11.5,B2 U2 L' D2 B2 D2 R' F2 D B2 F' R2 F2 R' D2 F2 U B' D ,2559,54
11.5,R D L' U F R U D' L B R B2 U2 B2 R2 F2 L' D2 L' F2 ,2560,51
11.5,D2 F2 U2 B2 R2 B2 F2 D' F D' U2 L2 D2 L' U' R' U' R2 F2 ,2561,56
11.5,L2 B R2 B' L2 D2 B2 F' U2 B2 R' U2 L' F D2 U2 L2 U2 ,2562,52
11.5,D2 B L' F R L B' U2 F U' F2 D2 B2 U2 R2 U' R2 F2 R2 L2 ,2563,55
11.5,B2 U' B U B R2 L' B' R2 D B D2 L2 U2 B D2 B R2 B2 ,2564,50
11.5,D2 L2 F L2 U2 F' R2 D2 B D2 B' R D' U L B' R F2 L' D R ,2565,55
11.5,D F2 R2 U' B2 D R2 U' F R2 D R U L B R' U2 R ,2566,45
11.5,F U D' L' F2 B' R U2 L' U' F2 R U2 F2 R F2 L U2 F2 L ,2567,53
11.5,F' U F2 L' U D' B2 D' R F L2 B2 L2 D2 F2 U2 F B2 L2 F ,2568,54
11.5,D' U' B2 U2 F2 L2 D2 U2 L' F' U' L' B' R2 F' R' D' ,2569,51
11.5,D2 L2 B D2 F' D2 L2 F U2 F L F' L2 F' L U' L' D2 L2 F ,2570,54
11.5,R D' R' F2 B' R2 F' B2 R2 U R' L2 B2 D2 R2 D2 L F2 U2 ,2571,54
11.5,R' F B2 L F U' D R' F2 U' B2 D R2 U2 F2 U' B2 U2 L2 ,2572,52
11.5,D' B L2 F B' D2 R' D B' R D R2 U D R2 B2 R2 B2 ,2573,47
11.5,R2 B' L2 D2 L2 B' L2 D2 B L2 F D L' D' B2 D' L' B D' R' D ,2574,58
11.5,R2 D' R' U' F U2 D F' U F B2 D' F2 R2 U F2 D2 F2 U F2 B2 ,2576,57
11.5,F' U2 R2 B L2 B' R2 B2 D2 F' R' D L' F' L' D2 F' L2 F U' ,2577,57
11.5,F' B' R2 D R L' U' D B' R2 L F2 U2 R2 D R2 D L2 B2 D2 ,2578,54
11.5,L2 U' L2 U' B2 D B2 U' B2 R2 U' L F2 R' U' B2 F U' F R D' ,2579,58
11.5,D2 L' D2 L' D2 L' B2 R2 U2 R2 D F' L2 D2 U2 F2 L D B' ,2580,54
11.5,L2 F L2 F' R2 B' U2 R2 F2 L2 U' B2 F L U2 R2 D U2 R' D ,2581,55
11.5,R D2 L' D2 F2 L' B2 L' D2 B2 L2 D F' R D2 R' F' D2 B R ,2582,55
11.5,R2 B2 U L2 F2 D R2 F2 U' L D L2 F R' F2 L' U B2 L D2 ,2583,53
11.5,D2 R2 D B2 D R2 D' F2 L R' F L' R B D F' R' D ,2584,46
11.51,F' R2 D2 F2 R2 F' U2 B U2 L2 R' U R' U R' D F' L2 U' ,2585,53
11.51,U2 F2 R F2 L' F2 D2 F2 U2 F2 L U' R2 F2 D' B F' R' D R2 ,2586,56
11.51,D L2 D' F2 L2 D2 L2 D U2 L U' L D2 U2 B L' R2 D R' U' ,2587,54
11.51,U' R' B' R' B' L' U' R' D' L2 U2 F2 U2 D2 R2 F' ,2588,48
11.51,F U2 F D2 U2 B2 L2 B' R2 D R U2 F2 D' B' L2 D2 B2 R' ,2589,53
11.51,B L U R D F' R F2 R2 B R2 L B2 R' F2 U2 F2 L2 D2 L ,2590,51
11.51,R2 D L U2 B' U R U2 D' R' D2 L2 D' L2 D' B2 U2 F2 ,2591,50
11.51,F L2 D2 F' U2 B2 U2 B2 D B' U2 F R' F' R2 B2 D' L2 U2 ,2592,54
11.51,F2 R2 U F2 D' R2 D B2 U R2 F U R B F' D2 L B2 F' D R ,2593,53
11.51,R L' F' U' L F' B L F' U2 R B2 R2 F2 L2 D2 L B2 ,2594,48
11.51,U2 B' R D L' F2 D' R U' B2 U2 L2 B L2 B' U2 L2 D2 R2 B' ,2595,56
11.51,B U2 B2 U2 B2 F' R2 F D2 F' R B2 F2 U' F' D' R D' F R' F' ,2596,58
11.51,R2 B U2 R2 B R2 U2 F' U2 L2 F2 L' F' D' R' F' D L U L R2 ,2597,57
11.51,F' D2 U2 F' L2 F L2 R2 U2 R' B' R2 B U F2 L' F U2 B U' ,2598,55
11.51,U2 D2 L' D L U2 R D2 F U B2 D2 L2 B' D2 B' L2 B2 D2 B2 ,2599,55
11.51,U2 L' U2 B2 R' F2 L U2 L' F U' L2 F2 R2 F2 D U B' L2 U' ,2600,56
11.51,D2 U L2 U B2 R2 B2 D' U' B2 F L' U2 B' D' R' U L F2 ,2601,52
11.51,L F2 L2 R' B2 D2 B2 F2 R2 U' F U' R D' R B2 D2 B2 U ,2602,52
11.51,R' D2 L F2 U2 F2 U2 L' D' R U' B2 L U' F' D U' L2 R ,2603,52
11.51,L R D2 F2 R' F2 R' U2 R' D R2 U' F' D' F R2 D2 F L2 ,2604,52
11.51,B L2 F L2 R2 B' F2 U2 B' L2 F2 U R F U B U F2 D R2 ,2605,51
11.51,L2 B2 R2 D L2 U2 F2 D2 L F2 U' R2 B R' F2 L' D2 B' L' ,2606,54
11.51,L2 D2 F' R B' L F2 U' L U F U D2 L2 D2 F2 R2 B2 D ,2607,50
11.51,R' U2 F2 L' U2 B2 R U2 L' D2 R B D' B' U' L F2 D' L F ,2608,54
11.51,L2 R2 F R2 F2 D2 B2 R F R' F2 D U' F' R2 B' L' F ,2609,49
11.51,L2 B D2 B L2 U2 F D2 R2 B' D B L U' R B F D2 L R2 F ,2610,52
11.51,U L' F2 U2 R2 U2 L2 B U' F' R L2 B' L2 U2 R2 U2 B' D2 ,2611,54
11.51,D R2 U2 B2 U' F2 U' R2 F2 L2 F2 R' F' D2 U2 L B L' B D' ,2612,56
11.52,R2 F U' D2 F R' D F' L' B R2 F' R2 L2 U2 B' R2 D2 B ,2613,52
11.52,B2 L2 U B2 U L2 F2 L2 B F2 L D2 L U2 R' D' L D2 B ,2614,50
11.52,L2 U2 R2 U R2 U2 R2 F2 D2 U B' L' B F2 D2 L F2 D' F2 R2 ,2615,56
11.52,B U2 B' R2 B2 D2 F2 U2 L2 F R' D' B' F U2 L2 R U2 L' ,2616,53
